EmployeeID,FullName,Gender,Citizenship,LanguagesSpoken,Department,AnnualSalary,SocialSecurityNumber,Age,YearsOfExperience
8379,Robert Romero,Female,USA,"Hindi, Hindi",Human Resource,69051.43,736-41-6057,34,15
8380,Diana Moreno,Male,USA,None,Administrative,66966.17,387-98-0484,29,10
8381,Mary Nicholson,Female,USA,Hindi,Operations,68092.33,163-02-6566,42,22
8382,Alexis Hughes,Male,India,None,Administrative,118061.72,796-58-8573,44,23
8383,Alexis Myers,Female,India,None,Product,148175.29,078-41-9126,37,18
8384,Hannah Leach,Male,USA,None,Marketing,103500.33,642-03-0683,58,36
8385,Kevin Shaw,Male,Philippines,"Mandarin, Hindi",Product,44290.44,826-09-6888,26,7
8386,Megan Hanson,Male,India,French,I/T,73971.59,508-74-6838,31,9
8387,Stephen Turner,Female,USA,"French, Hindi",Legal,154528.28,488-79-1576,39,18
8388,William Wilson,Female,USA,Spanish,Marketing,69137.89,033-40-7654,50,29
8389,Vicki Sosa,Male,USA,Spanish,Product,69377.49,771-18-8713,33,15
8390,Tina Sanchez,Female,India,Hindi,Product,139303.3,406-85-9882,62,42
8391,Linda Gonzales,Male,China,Hindi,Human Resource,127906.19,397-81-6261,36,18
8392,Lisa Hopkins,Female,USA,"Hindi, Spanish",Operations,77152.27,876-29-4381,60,39
8393,David Ross,Male,Canada,None,Administrative,125532.16,809-85-2497,68,46
8394,Katherine Weiss,Male,India,"Arabic, French",Marketing,120868.92,311-72-1383,27,8
8395,Angela Fitzgerald,Female,USA,None,Sales,116495.49,591-63-3262,29,8
8396,Christopher Maynard,Female,USA,None,Marketing,137536.18,098-43-4120,55,34
8397,Yolanda Rose,Female,China,Hindi,Operations,145931.48,308-58-8015,53,31
8398,Crystal Stephenson,Female,USA,"French, Spanish",Sales,52275.87,080-37-3883,36,18
8399,Terry Skinner,Female,China,Arabic,Operations,159051.27,518-80-4220,38,18
8400,Marco Ramos,Male,USA,Spanish,Marketing,125498.41,581-71-0886,64,46
8401,Elizabeth Trujillo,Female,USA,None,Human Resource,148437.51,754-37-5477,61,40
8402,Laura Rodriguez,Male,China,None,Human Resource,153614.52,197-31-8144,68,46
8403,Christina Brown,Male,USA,Arabic,Sales,140072.06,566-13-8451,26,6
8404,Joshua Herrera,Male,Taiwan,"Arabic, Arabic",Marketing,99246.01,398-89-7601,49,29
8405,Evan Anthony,Male,USA,None,Legal,101751.51,178-36-6207,63,41
8406,Gary Levy,Male,USA,"French, French",Finance,83679.74,506-52-3083,47,26
8407,Tiffany Frank,Female,USA,Mandarin,Sales,84212.99,717-70-8862,62,44
8408,Robert Hampton,Male,USA,"Spanish, Mandarin",Product,51719.31,588-30-5969,59,38
8409,Vanessa Velez,Female,South Korea,Arabic,Sales,45811.7,349-49-0790,44,26
8410,Michelle Brown,Male,India,"Mandarin, French",Operations,113551.03,245-59-8311,59,39
8411,Rebecca Gregory,Male,Canada,"Hindi, Mandarin",Administrative,113659.71,879-32-0657,61,39
8412,Mercedes King,Male,USA,None,Operations,67235.13,863-96-0993,55,34
8413,Chase Jenkins,Male,USA,"Mandarin, Hindi",Human Resource,134654.8,803-35-2036,60,41
8414,Sarah Hines,Male,USA,None,Legal,42234.51,296-38-4436,31,12
8415,Michael Lynch,Female,USA,"Arabic, French",Product,133885.93,104-31-4965,50,29
8416,Christopher Kane,Male,India,None,Operations,129828.47,229-73-6810,37,16
8417,Brandy Gonzalez,Male,USA,French,Product,147386.93,020-29-9278,55,34
8418,Alexandra Norton,Male,India,None,Legal,105551.91,660-03-1876,58,38
8419,Jessica Miller,Male,USA,Spanish,Human Resource,40088.49,521-98-7700,38,19
8420,Cynthia Cole,Female,China,None,Operations,156564.45,897-58-3973,66,44
8421,Christina Smith,Female,Canada,None,I/T,101527.13,600-59-0975,53,35
8422,Donald Stanton,Male,USA,Arabic,I/T,152150.88,495-90-6646,46,27
8423,Amy James,Female,India,"Arabic, French",Operations,59769.76,600-51-0613,33,15
8424,William Simmons,Female,USA,"Arabic, Hindi",I/T,72219.52,114-15-5652,57,39
8425,Natasha Jackson,Female,USA,Mandarin,Operations,59992.0,290-54-4669,59,40
8426,David Carter,Male,USA,Mandarin,Product,60334.0,497-40-9279,64,45
8427,Sara Jackson,Female,China,"Arabic, Hindi",Human Resource,134318.81,869-67-5055,61,39
8428,Margaret Strong,Female,USA,None,Administrative,145517.92,580-95-1154,48,28
8429,Gregory Savage,Female,India,None,Product,65951.93,628-19-8395,64,45
8430,Jennifer Novak,Female,India,Arabic,Administrative,153780.43,155-56-8126,30,8
8431,Robin Mcdaniel,Male,China,French,Legal,134692.81,810-88-7979,27,6
8432,Frederick Lewis,Male,China,None,Sales,143069.69,606-09-4771,38,16
8433,Curtis Young,Male,USA,"Hindi, Mandarin",Operations,130733.08,095-56-4218,31,9
8434,Andrew Horn,Female,China,"Spanish, Spanish",Marketing,67672.93,503-59-6862,64,42
8435,Tracy Martin,Female,USA,"Mandarin, Spanish",Administrative,98921.38,003-49-9968,33,14
8436,Allen Lawrence,Female,USA,"Hindi, Mandarin",Operations,117512.64,044-23-0562,50,29
8437,Kaitlin Peterson,Male,India,"Mandarin, Arabic",Administrative,133978.8,619-89-2320,28,10
8438,Jeremiah Miller,Male,USA,None,I/T,92110.7,787-98-2062,63,44
8439,Johnathan Dixon,Female,USA,None,Human Resource,143098.22,737-34-1277,51,30
8440,Rachel Marquez,Male,USA,Arabic,Product,61665.8,865-25-5859,32,14
8441,Kimberly Franco,Male,USA,Spanish,Product,105756.46,290-33-9465,31,12
8442,Whitney Fisher,Female,Philippines,None,I/T,135242.84,245-81-0305,33,11
8443,Jesse Wilkinson,Male,China,Hindi,Administrative,81666.83,299-35-1515,45,25
8444,Thomas Bruce DVM,Male,USA,"Mandarin, French",Product,148252.03,376-03-2885,69,48
8445,Cory Thomas,Male,USA,None,Operations,47575.68,683-92-8835,30,9
8446,Mr. Zachary Shea Jr.,Male,USA,None,I/T,141320.11,336-50-0925,53,31
8447,Sherry Smith,Female,USA,None,Sales,156718.48,499-86-6662,42,22
8448,Larry Garcia,Female,USA,None,Operations,84913.56,759-85-7867,48,29
8449,Carrie Roberson,Male,USA,"Hindi, Arabic",Operations,130237.5,252-91-9887,24,3
8450,Kimberly Johnson,Male,Philippines,None,Product,95949.42,408-72-0624,41,22
8451,Christopher Edwards,Female,India,"Hindi, Hindi",Sales,54063.65,094-79-3129,27,6
8452,James Rodriguez,Male,USA,Mandarin,Marketing,150267.97,054-93-7230,51,29
8453,Linda Drake,Female,Canada,None,I/T,95907.6,407-05-2754,52,34
8454,Crystal Simmons,Female,USA,"Mandarin, Spanish",Sales,77692.28,134-68-9740,25,5
8455,Robert Rich,Female,India,None,Sales,112872.01,317-18-7131,55,36
8456,Katie Murphy,Male,USA,"Hindi, French",Human Resource,65823.74,854-46-0072,33,13
8457,Edward Robles,Female,India,French,Operations,135941.27,305-24-8713,50,32
8458,Amanda Kerr,Female,USA,"Spanish, Arabic",Human Resource,46910.71,045-31-2464,37,19
8459,Brian Green,Male,Philippines,None,Administrative,145108.4,067-91-9971,26,5
8460,Todd Preston,Male,USA,"French, Arabic",Product,79747.52,592-29-2582,62,43
8461,Charles Christian,Female,USA,Arabic,Administrative,121859.71,186-23-8204,43,22
8462,Luke Fleming,Female,India,Arabic,Legal,110157.97,040-55-0469,28,8
8463,Tara Rollins,Female,USA,Arabic,I/T,48905.76,850-60-0685,25,5
8464,Melissa Short,Female,India,"Arabic, Mandarin",Sales,89375.29,457-98-0797,42,21
8465,Joseph Harrell,Female,USA,French,Operations,109069.31,312-03-1730,24,3
8466,Stephen Choi,Male,China,Hindi,Product,128885.43,001-94-5798,55,33
8467,Renee Hale,Female,China,None,Marketing,144115.68,487-09-6316,48,27
8468,Daniel Dixon,Female,USA,None,I/T,155185.09,040-72-8141,37,19
8469,Stacey Dyer,Male,China,"Spanish, Arabic",I/T,147819.18,127-70-9784,51,33
8470,Norma Gibson,Male,USA,Hindi,Finance,64310.56,206-86-8217,39,17
8471,William Miles,Male,India,"French, Mandarin",Product,47250.8,036-45-8245,33,15
8472,Debra Vincent,Male,South Korea,None,Finance,67864.48,647-55-2241,50,32
8473,Melinda Chen,Male,Canada,"French, Arabic",Operations,94750.91,655-99-7608,26,7
8474,Joel Rivera,Female,India,None,Product,150890.87,526-35-5307,51,33
8475,Glenda Jordan,Male,USA,"Mandarin, Hindi",Human Resource,57945.53,244-65-1070,32,13
8476,Christopher Smith,Male,USA,"Hindi, Hindi",Product,119190.64,021-97-6392,52,34
8477,Danielle Ingram MD,Male,USA,None,Marketing,87569.43,077-69-4935,60,38
8478,Dylan Vazquez,Female,USA,"Spanish, Hindi",Product,83800.32,017-98-2724,56,34
8479,Peter Sanders,Male,USA,"Spanish, Arabic",Operations,110674.41,195-47-5130,59,37
8480,Elaine Robbins,Male,USA,"Hindi, French",Operations,116856.68,075-31-3052,34,16
8481,David Crawford,Male,China,Hindi,Marketing,61663.28,474-33-9746,63,43
8482,Wanda Green,Female,South Korea,None,Operations,75297.89,379-17-0322,47,27
8483,Henry Boyd,Male,Mexico,"Spanish, Spanish",Operations,62466.98,486-81-5201,46,26
8484,Donald Mcclure,Male,South Korea,"Arabic, Mandarin",Sales,111826.19,521-89-6169,67,49
8485,Tiffany Allen,Female,India,French,Sales,49479.34,595-72-9121,27,6
8486,Natalie Proctor,Female,China,"Arabic, Hindi",I/T,158695.82,094-91-2833,31,9
8487,Jessica Bates,Male,USA,Spanish,Operations,58451.84,601-83-2716,30,12
8488,Alicia Stone,Male,USA,Hindi,Product,136874.66,863-54-4267,50,31
8489,Robert Logan,Female,China,None,Operations,110396.37,765-80-9495,57,36
8490,Ruth Kennedy,Male,USA,French,Operations,51731.15,167-32-3314,47,26
8491,Bradley Jones,Female,India,French,Marketing,100363.08,197-21-1292,32,12
8492,Melissa Park,Male,South Korea,"French, Spanish",Administrative,131667.02,541-95-8363,38,16
8493,Julia Juarez,Male,Canada,"Hindi, French",Operations,152613.92,397-68-0713,35,17
8494,Laura Goodman,Female,USA,"Mandarin, French",Operations,79180.98,166-44-1188,37,18
8495,Christopher Gordon,Male,USA,"Arabic, French",Legal,51269.97,663-37-7796,40,19
8496,Joseph Lowery,Female,India,Mandarin,Marketing,117367.88,095-22-9835,63,41
8497,Thomas Bryan,Female,USA,Spanish,Administrative,147394.21,522-87-9006,34,16
8498,Leslie Madden,Female,USA,"French, Spanish",Operations,159653.59,357-53-2539,42,20
8499,Shawn Butler,Male,USA,"Mandarin, Mandarin",Marketing,139020.25,727-51-0261,58,37
8500,Jacob Lyons,Male,USA,Mandarin,Operations,92152.18,179-72-0183,46,28
8501,Sherry Shepard,Female,India,None,Sales,136794.13,896-71-5072,67,46
8502,Michele Mclean,Male,USA,"Spanish, Spanish",Operations,117965.97,400-25-7980,52,31
8503,Dr. Timothy Baker DDS,Female,USA,"Arabic, Mandarin",Sales,126059.64,395-82-5912,54,34
8504,David Meyers,Female,USA,Hindi,Human Resource,119416.05,542-37-5474,44,22
8505,Kevin Reese MD,Male,China,French,Product,124497.13,098-65-7905,53,33
8506,James Gonzalez,Female,USA,"Mandarin, French",Marketing,45376.04,763-68-9637,66,44
8507,Eduardo Love,Female,USA,Arabic,Legal,64053.16,012-75-4058,27,5
8508,Julie Smith,Female,USA,None,Product,55475.41,402-47-2819,43,22
8509,Wendy Wright,Male,USA,"Hindi, Arabic",Product,58103.74,713-64-8035,46,24
8510,Kristina Hayes,Male,India,None,I/T,49720.5,712-28-8299,67,45
8511,John Dalton,Female,China,French,Product,157179.67,500-46-8399,60,38
8512,Jeffery Mooney,Male,USA,None,Product,92528.95,625-70-3353,69,50
8513,George Thompson,Female,India,Arabic,Human Resource,70155.92,650-98-0295,40,21
8514,Sabrina Yates,Male,USA,None,Human Resource,63703.04,207-72-3808,47,29
8515,Jonathan Scott,Male,Canada,None,Sales,157781.32,156-33-7262,50,29
8516,Amy Brown,Female,China,Spanish,Human Resource,42278.48,119-71-1732,45,25
8517,Andrea Hill,Female,USA,"Hindi, French",Operations,90986.64,421-22-5022,27,5
8518,Melissa Ramirez,Female,India,None,Product,52836.38,664-29-7869,28,7
8519,David King,Female,Canada,None,Product,72198.02,852-42-3074,31,10
8520,Kenneth Webb,Male,India,Spanish,Marketing,41058.14,828-39-1823,65,46
8521,Ronnie Johnson,Female,USA,"Spanish, Mandarin",Operations,89179.78,052-63-3410,43,25
8522,Aaron Singh,Female,USA,None,Operations,78761.51,619-61-4664,59,41
8523,Robert Cisneros,Male,South Korea,French,Product,126105.69,695-23-0622,30,12
8524,Jeremy Woods,Female,China,None,Product,99111.03,530-62-8098,53,35
8525,Janice Villanueva,Female,USA,French,I/T,147520.2,689-21-3529,53,35
8526,Brian Walker,Female,India,None,Marketing,74886.12,361-14-1140,38,20
8527,David Kim,Male,USA,"Arabic, Arabic",Marketing,124851.98,651-05-7650,59,40
8528,Brittany Gonzalez,Male,USA,Spanish,Operations,129865.3,515-06-0858,56,36
8529,Samantha Diaz,Female,USA,None,Administrative,143239.05,529-15-7937,68,50
8530,Lucas Vargas,Female,China,French,Sales,156453.41,833-52-7031,62,40
8531,Donald Harvey,Female,USA,Arabic,Product,98497.09,163-94-6878,36,17
8532,Sherri Barton,Female,USA,None,Marketing,103109.29,003-38-3253,59,37
8533,Ashley Bailey,Male,China,None,Marketing,68986.69,526-81-0634,63,45
8534,Ashley Wilson,Male,USA,"Mandarin, French",Finance,48459.44,361-79-7084,40,21
8535,Justin Ford,Male,India,None,Human Resource,138642.26,235-83-7082,39,18
8536,Edward Castillo,Female,USA,Spanish,Human Resource,152754.68,697-07-5048,26,4
8537,Darlene Scott,Male,South Korea,French,I/T,89612.2,512-27-0491,51,33
8538,James Lane,Female,USA,None,Legal,57273.59,447-12-2906,31,12
8539,Rebecca Spencer,Female,USA,"French, Spanish",Operations,157488.54,628-25-7975,50,29
8540,Amber Cox,Female,China,None,Marketing,90322.33,207-15-2516,40,22
8541,Kelly Lopez,Female,USA,None,Sales,158015.97,737-03-4395,34,15
8542,Jennifer York,Female,India,None,Human Resource,131395.55,098-29-5517,24,2
8543,Carl Montoya,Male,India,"Spanish, Arabic",I/T,121036.0,168-35-4654,50,31
8544,Eric Copeland,Male,USA,None,Sales,123032.01,814-77-4897,26,6
8545,Michelle Mcclain,Female,USA,None,I/T,82388.93,506-42-0694,47,27
8546,Ann Johnson,Male,USA,"Arabic, Arabic",Product,87831.11,620-80-2744,42,20
8547,Lisa Jensen,Female,USA,Hindi,Operations,130048.81,320-63-2904,37,18
8548,Benjamin Conrad,Female,China,None,Product,149913.33,355-36-9633,66,48
8549,Alexis Johnson,Female,USA,French,Marketing,64453.73,600-56-1440,40,20
8550,Hunter Robbins,Male,USA,"Mandarin, Spanish",Administrative,78954.73,548-72-3311,33,12
8551,Nicholas Chang,Male,USA,None,Legal,72922.2,760-28-6483,61,40
8552,Brenda Long,Female,USA,None,Human Resource,68742.72,620-32-5890,35,14
8553,Cheryl Reed,Male,USA,None,Product,78956.79,683-04-7328,40,21
8554,Shawn Lewis,Male,China,None,Administrative,80785.43,677-59-1838,41,20
8555,John Baker,Female,USA,None,Marketing,56348.94,493-19-1236,63,45
8556,Hector Wood,Male,USA,None,Operations,106526.16,480-82-2317,62,42
8557,Craig Wise,Female,India,"Spanish, French",Administrative,118164.95,632-48-4470,47,29
8558,Olivia Fleming,Male,USA,"Arabic, French",Sales,60739.24,385-12-6617,35,16
8559,Benjamin Castaneda DVM,Male,China,French,Marketing,138151.14,782-22-3295,66,48
8560,Joshua Montgomery,Male,South Korea,Arabic,Marketing,85424.83,230-77-5975,51,32
8561,Shannon Morse,Male,Canada,French,Administrative,93307.67,122-10-6526,59,37
8562,Stacy Hart MD,Male,USA,Spanish,Product,67039.81,576-76-0058,37,16
8563,Nicole Walker,Male,USA,Arabic,Product,55246.35,474-92-9467,56,38
8564,David Lewis,Male,China,Hindi,Legal,130940.24,097-51-2349,28,10
8565,Jose Weaver,Female,USA,"Hindi, French",Product,83735.41,457-01-0601,53,31
8566,Joshua White,Male,India,None,Operations,157596.21,841-75-0357,61,40
8567,Mary Alexander,Male,USA,None,Human Resource,124534.08,717-78-3314,25,7
8568,Melissa Wilson,Male,China,"Spanish, Mandarin",Operations,108078.29,791-68-4332,26,7
8569,John Johnson,Female,Canada,French,Human Resource,118163.72,356-65-7927,69,50
8570,Angela Ruiz,Male,USA,None,Operations,46152.7,734-73-0251,34,15
8571,Walter Newton,Female,USA,None,Product,129143.99,629-14-4717,66,48
8572,Alison Dalton,Female,China,"French, French",Marketing,158775.52,215-24-0934,56,37
8573,Richard Brown,Female,China,None,I/T,95977.46,372-65-9638,54,36
8574,Craig Cross,Female,USA,Spanish,Operations,153978.74,752-66-0251,24,6
8575,Brandi Ortiz,Male,India,"Mandarin, Mandarin",Product,111265.36,647-20-3849,67,47
8576,Jessica Campbell,Male,USA,None,Administrative,82614.56,436-56-4167,46,25
8577,Kevin Evans,Male,USA,Mandarin,Marketing,132395.89,805-19-0860,29,8
8578,Jade Marquez,Male,India,"Hindi, Hindi",I/T,110132.64,649-66-1560,48,28
8579,Cynthia Harris,Male,India,"Mandarin, French",Operations,57976.84,633-55-6985,38,18
8580,Jeff Weber Jr.,Female,USA,"Spanish, French",I/T,77215.3,430-34-9701,50,28
8581,Cheryl Williams,Female,India,Mandarin,Product,66157.51,217-18-8062,28,7
8582,Mary Lindsey,Male,USA,Mandarin,Sales,59120.45,837-21-0868,42,20
8583,Amanda Krueger,Male,South Korea,None,Operations,128655.79,154-38-6473,28,9
8584,Karen Vance,Female,Canada,"Arabic, Spanish",Operations,128663.73,103-81-4759,38,19
8585,Abigail Mckinney,Male,Canada,None,Sales,139278.29,028-80-6305,37,18
8586,Amber Brooks MD,Male,USA,"Mandarin, Arabic",Operations,136313.37,457-37-4176,33,15
8587,Bradley Trevino,Male,USA,None,I/T,64153.36,326-85-6795,60,41
8588,Amanda Anderson,Female,China,French,I/T,151634.39,150-45-9455,44,22
8589,Angie Peterson,Male,USA,None,Administrative,127836.62,119-24-3168,43,24
8590,Amy Alvarado,Male,India,Spanish,I/T,146673.02,400-79-7936,41,19
8591,Patrick Blanchard,Female,USA,"French, Hindi",Administrative,46732.95,413-34-4254,25,5
8592,Elizabeth Shah,Female,USA,Spanish,Administrative,41253.67,135-41-5470,57,36
8593,Ryan Baird,Female,USA,Spanish,Finance,115768.55,561-72-7341,57,38
8594,Stacy Larson,Male,USA,"French, Hindi",Marketing,92736.29,212-12-4173,37,18
8595,Angela Roman,Female,USA,Hindi,Product,81087.36,173-66-3488,54,34
8596,Cody Brady,Female,USA,None,I/T,46860.44,069-82-2121,40,20
8597,Matthew Ramos,Female,USA,Spanish,Human Resource,57672.3,714-73-2367,43,22
8598,Christopher Costa,Female,USA,Spanish,Administrative,120998.21,685-55-6167,25,3
8599,Veronica Mercer,Male,USA,None,Product,79841.98,247-07-8930,50,31
8600,Jason Krause,Male,India,"Mandarin, French",I/T,41162.31,781-52-0599,57,39
8601,Juan George,Female,China,"Hindi, Hindi",Administrative,82763.59,393-12-2030,31,12
8602,Stacey Williams,Male,USA,"Hindi, Hindi",Operations,137744.85,209-02-0238,68,46
8603,Patrick Owen,Male,USA,Spanish,Administrative,68213.86,084-52-3787,47,29
8604,Monica Smith,Female,India,None,Finance,49346.7,772-21-3306,28,9
8605,Katherine Fleming,Male,South Korea,"Arabic, Mandarin",Operations,43913.01,172-55-9958,30,8
8606,Brian Griffin,Male,USA,None,I/T,56823.08,725-16-3395,31,13
8607,Chelsea Ellis,Female,China,None,Product,99038.24,777-10-4751,36,17
8608,Lauren Campbell,Female,USA,"Spanish, Spanish",I/T,54228.9,206-89-4613,50,29
8609,Thomas Bennett,Male,India,French,Administrative,41495.25,694-89-0603,60,41
8610,Tara Allison,Male,USA,"Spanish, Arabic",Operations,142376.71,107-34-3523,35,17
8611,Leslie Roberts,Male,Philippines,None,Operations,102768.67,119-58-9751,34,14
8612,Robert Graham,Female,USA,Arabic,Human Resource,114190.06,716-22-0271,34,16
8613,James Clark,Male,USA,Hindi,Finance,126734.25,795-90-0753,27,7
8614,Travis Fowler,Female,USA,None,Legal,156077.07,240-20-8870,36,15
8615,Mark Smith,Female,India,Mandarin,I/T,110073.56,883-53-5443,38,20
8616,Kimberly Castro,Female,Canada,French,I/T,68843.96,065-59-6229,36,15
8617,Joseph Schultz,Female,India,French,Marketing,125875.13,800-71-9641,27,8
8618,Tara Soto,Female,USA,None,Operations,80560.57,838-38-0628,56,38
8619,William Neal,Female,China,French,I/T,116450.8,279-98-0037,35,15
8620,Isaac Clarke,Female,USA,French,Administrative,114626.81,004-30-4767,35,17
8621,Sarah Krueger,Female,USA,None,Operations,73666.18,305-27-0108,25,7
8622,Cameron Douglas,Male,USA,"French, French",Operations,52944.62,183-49-8155,32,14
8623,Jeremy Pineda,Female,USA,"Arabic, Arabic",I/T,61304.51,420-02-9279,56,36
8624,Stacy Griffith,Male,USA,"Arabic, Arabic",Operations,134281.55,149-26-8587,63,45
8625,Kelly Espinoza,Male,USA,Arabic,I/T,48533.26,232-34-8698,67,48
8626,Katherine Rivera,Female,USA,None,Product,70333.79,699-43-3216,26,7
8627,Theresa Mcmahon,Male,USA,Mandarin,Product,134532.58,215-80-9695,60,40
8628,Gary Morris,Female,USA,French,Marketing,148589.3,302-42-1415,61,43
8629,Grant Kirk,Female,USA,None,Administrative,67728.19,030-40-7953,34,14
8630,Sheila Cameron,Male,USA,Mandarin,Sales,112828.09,498-68-1505,28,8
8631,Stephanie Grimes,Female,USA,Arabic,Operations,145747.89,013-36-1190,35,13
8632,Daniel Sutton,Female,USA,None,Legal,92026.16,101-49-2055,27,6
8633,Seth Best,Male,Canada,Mandarin,Human Resource,83663.01,626-95-7091,43,22
8634,Paul Phillips,Male,USA,None,I/T,158304.47,302-73-0742,62,43
8635,Matthew Taylor,Male,USA,"Arabic, Arabic",Operations,75320.76,463-74-2523,37,15
8636,Amanda Jacobs,Male,USA,None,Sales,147857.37,056-16-3883,65,46
8637,Tommy Marks,Male,India,"Hindi, Hindi",Operations,66460.51,663-59-7940,50,31
8638,John Walker,Female,India,Spanish,Sales,119500.7,722-35-6442,35,13
8639,Kylie Pratt,Female,USA,None,Product,58946.51,465-73-7709,60,39
8640,Stephanie Martinez,Male,USA,Arabic,Finance,103113.67,542-39-6878,40,18
8641,Jeffery Dorsey,Female,USA,Spanish,Product,59917.61,756-81-8412,31,12
8642,Carol Harris,Male,Canada,Arabic,Marketing,158100.0,384-77-5396,47,28
8643,Heather Gonzalez,Male,India,"Mandarin, Mandarin",Operations,68757.87,540-48-9517,36,16
8644,Paul Fields,Male,USA,None,Human Resource,124128.25,368-95-0669,27,5
8645,Courtney Cain,Male,China,Spanish,Operations,61276.14,063-34-6597,64,45
8646,Jennifer Tyler,Male,USA,None,Finance,73521.59,437-12-7677,36,16
8647,Zachary Humphrey,Female,USA,"Hindi, Mandarin",Product,42585.65,672-09-4433,66,45
8648,Lonnie Wallace,Male,South Korea,Mandarin,I/T,42972.55,888-69-4749,55,35
8649,Laura Odonnell,Female,Taiwan,Spanish,Marketing,89508.95,438-20-8999,57,36
8650,Warren White,Male,USA,Arabic,Operations,95827.83,812-92-2709,62,41
8651,Shelly Mosley,Female,USA,None,Legal,127507.7,376-62-2149,37,17
8652,Michael Gordon,Male,USA,"Arabic, Hindi",Operations,46656.01,894-48-9324,33,11
8653,David Jarvis,Male,USA,Mandarin,Product,120025.69,649-37-0421,45,25
8654,Jennifer Williams,Female,China,"Spanish, Mandarin",Product,140204.54,828-97-8377,41,20
8655,Cassie Thompson,Female,China,None,Operations,133562.24,214-88-9533,58,38
8656,Angela Hart,Female,South Korea,None,Operations,118590.52,057-95-0187,39,20
8657,Kimberly Austin,Female,USA,Hindi,Operations,82628.71,471-27-4958,32,12
8658,Gregory Campbell,Male,Mexico,None,Sales,154671.45,137-23-3840,44,22
8659,Cheryl Wilson,Female,USA,Spanish,Finance,116890.74,859-31-0040,66,45
8660,Amy Miller,Female,USA,None,Human Resource,147236.11,531-50-0418,63,44
8661,Dustin Beasley,Male,USA,"Arabic, Spanish",Sales,102616.57,707-24-7163,66,47
8662,Lisa Campos,Male,China,"Hindi, Spanish",I/T,143849.09,737-71-8318,69,50
8663,Joshua Little,Male,USA,Arabic,Product,127816.26,284-31-5798,37,17
8664,Erika Jimenez,Male,South Korea,None,Legal,56107.06,591-57-4285,58,40
8665,Lisa Green,Male,USA,None,Human Resource,151913.64,859-81-4867,66,47
8666,Mr. John Williams MD,Male,USA,None,Operations,152846.09,404-04-1941,55,37
8667,Cynthia Parsons,Male,India,Mandarin,Human Resource,82128.63,768-25-0892,24,5
8668,David Rodriguez,Female,Canada,"Arabic, Mandarin",Product,146150.06,456-59-3230,33,14
8669,Dustin Trevino,Female,USA,"Hindi, Mandarin",Human Resource,150099.44,048-30-4298,32,12
8670,Clifford Hayes,Female,India,None,Operations,74663.15,265-62-6747,55,34
8671,Angel Brown,Male,China,"Spanish, Spanish",Legal,140254.38,773-34-9147,40,18
8672,Carlos Cordova,Male,India,Hindi,I/T,49761.36,688-33-2655,36,17
8673,Kimberly Anderson,Male,South Korea,"Spanish, Mandarin",Human Resource,62370.24,802-04-3661,40,20
8674,Robert Davis,Female,USA,None,Administrative,47702.34,058-49-1816,40,19
8675,John Clark,Female,India,"Spanish, Hindi",Product,123463.51,255-77-3107,66,47
8676,Janet Young,Female,USA,None,Product,127845.33,393-78-9047,45,24
8677,Natalie Garrett,Male,USA,None,Product,118344.21,344-53-4474,33,15
8678,Katrina Austin,Male,USA,"Spanish, Spanish",Product,107768.19,568-86-9825,25,4
8679,Samantha Wilson,Male,Taiwan,"Spanish, Arabic",Operations,78753.74,194-52-5391,47,29
8680,Jesse Lopez,Male,USA,"Mandarin, Mandarin",Marketing,146034.76,648-44-9959,61,41
8681,Kristen Hammond,Male,USA,"Mandarin, Spanish",Operations,55509.59,797-98-9137,65,43
8682,Diana Patterson,Male,USA,"Hindi, French",Product,67445.38,219-45-4083,29,9
8683,Marie Thornton,Male,USA,None,Administrative,131936.5,036-64-2637,48,29
8684,Jason Howard,Female,USA,"Hindi, Arabic",Administrative,140084.03,814-36-8202,60,39
8685,Michael Bailey,Female,China,None,Finance,56929.24,307-81-2566,51,32
8686,Kristina Johnson,Female,India,French,Administrative,158467.84,074-92-1362,50,30
8687,Patricia Bennett,Female,USA,Spanish,Operations,73046.64,724-64-1542,30,9
8688,Jason Olson,Female,USA,Mandarin,Product,129564.28,229-68-1807,24,5
8689,Kayla Wallace,Male,USA,None,I/T,76389.47,370-17-9575,62,41
8690,Jean Rose,Male,USA,"French, Mandarin",Product,142275.91,102-47-1087,34,16
8691,Sherri Jones,Male,Canada,"Arabic, Arabic",Human Resource,96384.05,662-59-1132,35,15
8692,Joseph Roberts,Male,USA,Arabic,Operations,126162.71,816-61-6924,68,48
8693,Sabrina Hamilton,Female,China,Arabic,Operations,83443.32,212-19-6488,66,45
8694,Jonathon Bowers,Male,India,None,Operations,53953.32,246-75-1057,41,19
8695,Scott Myers,Female,Canada,Spanish,Product,97317.54,349-11-5387,42,21
8696,Mark Chaney,Male,USA,None,Legal,132502.22,343-73-5469,51,29
8697,Christopher Delgado,Male,USA,None,Legal,149456.53,383-46-5559,48,29
8698,Carrie Stout,Female,USA,Mandarin,Operations,145582.4,221-15-5365,51,31
8699,Veronica Anderson,Female,USA,Spanish,Operations,140342.34,709-91-1305,63,43
8700,Michael Hines,Female,USA,Spanish,Operations,136082.45,192-86-9416,42,24
8701,Shane Graham,Male,USA,None,Administrative,124376.66,685-72-8815,32,13
8702,Lance Rogers,Female,USA,None,Product,74182.34,074-56-9774,35,13
